# Funciones ópticas — Olla-DFT (promedio isótropo)
#      E(eV)         eps1         eps2          n          k    alpha(1/cm)          R
  4.524406e+00  -9.082578e+00   2.613857e+01   3.048691e+00   4.286852e+00   1.965819e+06   6.492633e-01
  4.543179e+00  -7.672019e+00   2.414963e+01   2.972118e+00   4.062697e+00   1.870759e+06   6.317446e-01
  4.561952e+00  -6.255975e+00   2.325060e+01   2.985093e+00   3.894452e+00   1.800697e+06   6.154187e-01
  4.580726e+00  -5.240658e+00   2.312712e+01   3.039145e+00   3.804873e+00   1.766518e+06   6.052001e-01
  4.599499e+00  -4.876496e+00   2.333892e+01   3.079483e+00   3.789421e+00   1.766554e+06   6.026716e-01
  4.618273e+00  -5.087822e+00   2.310435e+01   3.047137e+00   3.791156e+00   1.774577e+06   6.036526e-01
  4.637046e+00  -5.337926e+00   2.188699e+01   2.931773e+00   3.732723e+00   1.754327e+06   6.010115e-01
  4.655820e+00  -5.051489e+00   2.008486e+01   2.798113e+00   3.589001e+00   1.693609e+06   5.901190e-01
  4.674593e+00  -4.164490e+00   1.853539e+01   2.723323e+00   3.403084e+00   1.612352e+06   5.718738e-01
  4.693367e+00  -2.924507e+00   1.736266e+01   2.709495e+00   3.204039e+00   1.524144e+06   5.489104e-01
  4.712140e+00  -1.377871e+00   1.635691e+01   2.741985e+00   2.982676e+00   1.424518e+06   5.210257e-01
  4.730914e+00   5.365419e-01   1.573000e+01   2.852691e+00   2.757046e+00   1.322003e+06   4.916016e-01
  4.749687e+00   2.689497e+00   1.583795e+01   3.062204e+00   2.586038e+00   1.244926e+06   4.717855e-01
  4.768461e+00   4.794793e+00   1.680785e+01   3.337152e+00   2.518292e+00   1.217104e+06   4.692968e-01
  4.787234e+00   6.522701e+00   1.860403e+01   3.621950e+00   2.568234e+00   1.246128e+06   4.818058e-01
  4.806008e+00   7.628880e+00   2.086780e+01   3.863124e+00   2.700897e+00   1.315637e+06   5.006435e-01
  4.824781e+00   8.256458e+00   2.295254e+01   4.040349e+00   2.840416e+00   1.389003e+06   5.171823e-01
  4.843554e+00   8.711457e+00   2.509205e+01   4.199567e+00   2.987458e+00   1.466592e+06   5.328676e-01
  4.862328e+00   8.706451e+00   2.812485e+01   4.367384e+00   3.219874e+00   1.586816e+06   5.540801e-01
  4.881101e+00   7.636547e+00   3.158618e+01   4.479551e+00   3.525596e+00   1.744191e+06   5.779514e-01
  4.899875e+00   5.554005e+00   3.422037e+01   4.484538e+00   3.815373e+00   1.894810e+06   5.981347e-01
  4.918648e+00   3.096746e+00   3.566557e+01   4.410018e+00   4.043700e+00   2.015896e+06   6.133242e-01
  4.937422e+00   7.482564e-01   3.640291e+01   4.310386e+00   4.222697e+00   2.113167e+06   6.254393e-01
  4.956195e+00  -1.445885e+00   3.698468e+01   4.217051e+00   4.385135e+00   2.202799e+06   6.368292e-01
  4.974969e+00  -3.687733e+00   3.761454e+01   4.129598e+00   4.554263e+00   2.296423e+06   6.489488e-01
  4.993742e+00  -6.251422e+00   3.830305e+01   4.034750e+00   4.746644e+00   2.402461e+06   6.629235e-01
  5.012516e+00  -9.392307e+00   3.873982e+01   3.903192e+00   4.962582e+00   2.521198e+06   6.792018e-01
  5.031289e+00  -1.300129e+01   3.807094e+01   3.689745e+00   5.159022e+00   2.630814e+06   6.963748e-01
  5.050063e+00  -1.650374e+01   3.583813e+01   3.387615e+00   5.289581e+00   2.707457e+06   7.131014e-01
  5.068836e+00  -1.919845e+01   3.215411e+01   3.020850e+00   5.322029e+00   2.734192e+06   7.284093e-01
  5.087610e+00  -2.046385e+01   2.751420e+01   2.629267e+00   5.232293e+00   2.698046e+06   7.406297e-01
  5.106383e+00  -2.004833e+01   2.306566e+01   2.292643e+00   5.030363e+00   2.603492e+06   7.462911e-01
  5.125156e+00  -1.839709e+01   2.004576e+01   2.098940e+00   4.775211e+00   2.480523e+06   7.409202e-01
  5.143930e+00  -1.640154e+01   1.883371e+01   2.070366e+00   4.548401e+00   2.371359e+06   7.250063e-01
  5.162703e+00  -1.483725e+01   1.902228e+01   2.154906e+00   4.413713e+00   2.309536e+06   7.071571e-01
  5.181477e+00  -1.416450e+01   2.001091e+01   2.275107e+00   4.397796e+00   2.309576e+06   6.973277e-01
  5.200250e+00  -1.454049e+01   2.103575e+01   2.348567e+00   4.478421e+00   2.360439e+06   6.995676e-01
  5.219024e+00  -1.565954e+01   2.117111e+01   2.310157e+00   4.582179e+00   2.423845e+06   7.108101e-01
  5.237797e+00  -1.684023e+01   2.012250e+01   2.167857e+00   4.641103e+00   2.463845e+06   7.253718e-01
  5.256571e+00  -1.756490e+01   1.844087e+01   1.987782e+00   4.638553e+00   2.471318e+06   7.388193e-01
  5.275344e+00  -1.779418e+01   1.677660e+01   1.825054e+00   4.596194e+00   2.457495e+06   7.491846e-01
  5.294118e+00  -1.772309e+01   1.528234e+01   1.685082e+00   4.534599e+00   2.433190e+06   7.572999e-01
  5.312891e+00  -1.742328e+01   1.381157e+01   1.550847e+00   4.452910e+00   2.397830e+06   7.644453e-01
  5.331665e+00  -1.685767e+01   1.244417e+01   1.431008e+00   4.348041e+00   2.349632e+06   7.693341e-01
  5.350438e+00  -1.611754e+01   1.144087e+01   1.350518e+00   4.235734e+00   2.297003e+06   7.697952e-01
  5.369212e+00  -1.539087e+01   1.077673e+01   1.303432e+00   4.133981e+00   2.249689e+06   7.671985e-01
  5.387985e+00  -1.477482e+01   1.026681e+01   1.268250e+00   4.047626e+00   2.210397e+06   7.643559e-01
  5.406758e+00  -1.426418e+01   9.777115e+00   1.230678e+00   3.972248e+00   2.176791e+06   7.628143e-01
  5.425532e+00  -1.378885e+01   9.197501e+00   1.180259e+00   3.896390e+00   2.142636e+06   7.631831e-01
  5.444305e+00  -1.324138e+01   8.519942e+00   1.118975e+00   3.807031e+00   2.100740e+06   7.642221e-01
  5.463079e+00  -1.253752e+01   7.843289e+00   1.060946e+00   3.696367e+00   2.046709e+06   7.630578e-01
  5.481852e+00  -1.169502e+01   7.367286e+00   1.031280e+00   3.571913e+00   1.984594e+06   7.556883e-01
  5.500626e+00  -1.081020e+01   7.145061e+00   1.036315e+00   3.447340e+00   1.921940e+06   7.414179e-01
  5.519399e+00  -9.952127e+00   7.143437e+00   1.071990e+00   3.331860e+00   1.863898e+06   7.214604e-01
  5.538173e+00  -9.219923e+00   7.448496e+00   1.147345e+00   3.245970e+00   1.822026e+06   6.970189e-01
  5.556946e+00  -8.772398e+00   7.980589e+00   1.242372e+00   3.211835e+00   1.808977e+06   6.761308e-01
  5.575720e+00  -8.639850e+00   8.391123e+00   1.304636e+00   3.215886e+00   1.817378e+06   6.666164e-01
  5.594493e+00  -8.638366e+00   8.441222e+00   1.311398e+00   3.218405e+00   1.824925e+06   6.659006e-01
  5.613267e+00  -8.550367e+00   8.241480e+00   1.289432e+00   3.195779e+00   1.818176e+06   6.662637e-01
  5.632040e+00  -8.350535e+00   8.108942e+00   1.282444e+00   3.161518e+00   1.804700e+06   6.626201e-01
  5.650814e+00  -8.182689e+00   8.120917e+00   1.293403e+00   3.139360e+00   1.798025e+06   6.577230e-01
  5.669587e+00  -8.094033e+00   8.019526e+00   1.284542e+00   3.121551e+00   1.793764e+06   6.566133e-01
  5.688360e+00  -7.932479e+00   7.660775e+00   1.244044e+00   3.078981e+00   1.775161e+06   6.571904e-01
  5.707134e+00  -7.560521e+00   7.260589e+00   1.208663e+00   3.003562e+00   1.737394e+06   6.521728e-01
  5.725907e+00  -7.034762e+00   7.094782e+00   1.215818e+00   2.917700e+00   1.693279e+06   6.376865e-01
  5.744681e+00  -6.508187e+00   7.185286e+00   1.262218e+00   2.846293e+00   1.657254e+06   6.180598e-01
  5.763454e+00  -6.075677e+00   7.419951e+00   1.325594e+00   2.798727e+00   1.634884e+06   5.995567e-01
  5.782228e+00  -5.738738e+00   7.673901e+00   1.386296e+00   2.767771e+00   1.622067e+06   5.847848e-01
  5.801001e+00  -5.428511e+00   7.892613e+00   1.440615e+00   2.739321e+00   1.610607e+06   5.718980e-01
  5.819775e+00  -5.109098e+00   8.205572e+00   1.509477e+00   2.718018e+00   1.603253e+06   5.587967e-01
  5.838548e+00  -4.859214e+00   8.743248e+00   1.603684e+00   2.725989e+00   1.613142e+06   5.485819e-01
  5.857322e+00  -4.838345e+00   9.519113e+00   1.708774e+00   2.785364e+00   1.653577e+06   5.472160e-01
  5.876095e+00  -5.193366e+00   1.034816e+01   1.786739e+00   2.895825e+00   1.724664e+06   5.575110e-01
  5.894869e+00  -5.880489e+00   1.080884e+01   1.792267e+00   3.015412e+00   1.801625e+06   5.755302e-01
  5.913642e+00  -6.622671e+00   1.068298e+01   1.724322e+00   3.097734e+00   1.856704e+06   5.947036e-01
  5.932416e+00  -7.168714e+00   1.019694e+01   1.627262e+00   3.133160e+00   1.883899e+06   6.106843e-01
  5.951189e+00  -7.482172e+00   9.642684e+00   1.536704e+00   3.137456e+00   1.892452e+06   6.223966e-01
  5.969962e+00  -7.617185e+00   9.063789e+00   1.452982e+00   3.119029e+00   1.887272e+06   6.308823e-01
  5.988736e+00  -7.544048e+00   8.409543e+00   1.369933e+00   3.069326e+00   1.863038e+06   6.355918e-01
  6.007509e+00  -7.218085e+00   7.855306e+00   1.313380e+00   2.990493e+00   1.820878e+06   6.324868e-01
  6.026283e+00  -6.760779e+00   7.687512e+00   1.318465e+00   2.915327e+00   1.780657e+06   6.198858e-01
  6.045056e+00  -6.443072e+00   7.950294e+00   1.376631e+00   2.887591e+00   1.769211e+06   6.062989e-01
  6.063830e+00  -6.425078e+00   8.269600e+00   1.422527e+00   2.906658e+00   1.786424e+06   6.025711e-01
  6.082603e+00  -6.566981e+00   8.253546e+00   1.410736e+00   2.925262e+00   1.803424e+06   6.072781e-01
  6.101377e+00  -6.622747e+00   7.976138e+00   1.368300e+00   2.914617e+00   1.802407e+06   6.119354e-01
  6.120150e+00  -6.538215e+00   7.756689e+00   1.342844e+00   2.888156e+00   1.791539e+06   6.116243e-01
  6.138924e+00  -6.441114e+00   7.710030e+00   1.342647e+00   2.871205e+00   1.786487e+06   6.088943e-01
  6.157697e+00  -6.426935e+00   7.683613e+00   1.339817e+00   2.867411e+00   1.789583e+06   6.087208e-01
  6.176471e+00  -6.444332e+00   7.501252e+00   1.312434e+00   2.857764e+00   1.789000e+06   6.115383e-01
  6.195244e+00  -6.368622e+00   7.170368e+00   1.269185e+00   2.824792e+00   1.773734e+06   6.133084e-01
  6.214018e+00  -6.152647e+00   6.876427e+00   1.239860e+00   2.773067e+00   1.746531e+06   6.097042e-01
  6.232791e+00  -5.884107e+00   6.759815e+00   1.240547e+00   2.724530e+00   1.721146e+06   6.012101e-01
  6.251564e+00  -5.662852e+00   6.719454e+00   1.249916e+00   2.687962e+00   1.703160e+06   5.931019e-01
  6.270338e+00  -5.436413e+00   6.540021e+00   1.238564e+00   2.640162e+00   1.677896e+06   5.865120e-01
  6.289111e+00  -5.056901e+00   6.265087e+00   1.223603e+00   2.560099e+00   1.631885e+06   5.743440e-01
  6.307885e+00  -4.496101e+00   6.166846e+00   1.252145e+00   2.462513e+00   1.574366e+06   5.502403e-01
  6.326658e+00  -3.874658e+00   6.384247e+00   1.340407e+00   2.381459e+00   1.527077e+06   5.190871e-01
  6.345432e+00  -3.329902e+00   6.887375e+00   1.469729e+00   2.343076e+00   1.506923e+06   4.927406e-01
  6.364205e+00  -2.955430e+00   7.594023e+00   1.611431e+00   2.356298e+00   1.519910e+06   4.789950e-01
  6.382979e+00  -2.766944e+00   8.348346e+00   1.736086e+00   2.404358e+00   1.555486e+06   4.765743e-01
  6.401752e+00  -2.672977e+00   9.054650e+00   1.839561e+00   2.461090e+00   1.596871e+06   4.788804e-01
  6.420526e+00  -2.651337e+00   9.961853e+00   1.956694e+00   2.545582e+00   1.656537e+06   4.858257e-01
  6.439299e+00  -2.947683e+00   1.131607e+01   2.091173e+00   2.705677e+00   1.765867e+06   5.043450e-01
  6.458073e+00  -3.866065e+00   1.279812e+01   2.179822e+00   2.935590e+00   1.921506e+06   5.344488e-01
  6.476846e+00  -5.404034e+00   1.375670e+01   2.165183e+00   3.176799e+00   2.085436e+06   5.693414e-01
  6.495620e+00  -7.156705e+00   1.368320e+01   2.035322e+00   3.361434e+00   2.213037e+06   6.031045e-01
  6.514393e+00  -8.577951e+00   1.271030e+01   1.837946e+00   3.457745e+00   2.283024e+06   6.325933e-01
  6.533166e+00  -9.496278e+00   1.161553e+01   1.659375e+00   3.499972e+00   2.317564e+06   6.564811e-01
  6.551940e+00  -1.014717e+01   1.069000e+01   1.515245e+00   3.527483e+00   2.342493e+06   6.770851e-01
  6.570713e+00  -1.064239e+01   9.625875e+00   1.361516e+00   3.534985e+00   2.354201e+06   6.986610e-01
  6.589487e+00  -1.087014e+01   8.403270e+00   1.197789e+00   3.507826e+00   2.342789e+06   7.203897e-01
  6.608260e+00  -1.079793e+01   7.268864e+00   1.053248e+00   3.450690e+00   2.311195e+06   7.386983e-01
  6.627034e+00  -1.050147e+01   6.309810e+00   9.353713e-01   3.372890e+00   2.265504e+06   7.525808e-01
  6.645807e+00  -1.005237e+01   5.553402e+00   8.461636e-01   3.281518e+00   2.210375e+06   7.612520e-01
  6.664581e+00  -9.523524e+00   5.041376e+00   7.912172e-01   3.185836e+00   2.151987e+06   7.630733e-01
  6.683354e+00  -9.016612e+00   4.797953e+00   7.736559e-01   3.100831e+00   2.100468e+06   7.574938e-01
  6.702128e+00  -8.641077e+00   4.755735e+00   7.817449e-01   3.041743e+00   2.066231e+06   7.483684e-01
  6.720901e+00  -8.439325e+00   4.730511e+00   7.859329e-01   3.009488e+00   2.050046e+06   7.432970e-01
  6.739675e+00  -8.338373e+00   4.546014e+00   7.611559e-01   2.986257e+00   2.039904e+06   7.466909e-01
  6.758448e+00  -8.196158e+00   4.165806e+00   7.063686e-01   2.948748e+00   2.019892e+06   7.565675e-01
  6.777222e+00  -7.910971e+00   3.725160e+00   6.454402e-01   2.885752e+00   1.982231e+06   7.660397e-01
  6.795995e+00  -7.492461e+00   3.395636e+00   6.056210e-01   2.803433e+00   1.931020e+06   7.679003e-01
  6.814768e+00  -7.017340e+00   3.232980e+00   5.953690e-01   2.715107e+00   1.875346e+06   7.598594e-01
  6.833542e+00  -6.547702e+00   3.208556e+00   6.098708e-01   2.630522e+00   1.821928e+06   7.435181e-01
  6.852315e+00  -6.118388e+00   3.303116e+00   6.460211e-01   2.556508e+00   1.775530e+06   7.204920e-01
  6.871089e+00  -5.762848e+00   3.506448e+00   7.010475e-01   2.500863e+00   1.741642e+06   6.934600e-01
  6.889862e+00  -5.521234e+00   3.790405e+00   7.667690e-01   2.471673e+00   1.726017e+06   6.677289e-01
  6.908636e+00  -5.408680e+00   4.060990e+00   8.230610e-01   2.467004e+00   1.727451e+06   6.501209e-01
  6.927409e+00  -5.369668e+00   4.209509e+00   8.524464e-01   2.469075e+00   1.733599e+06   6.421259e-01
  6.946183e+00  -5.319514e+00   4.263410e+00   8.653503e-01   2.463401e+00   1.734303e+06   6.374690e-01
  6.964956e+00  -5.247353e+00   4.353030e+00   8.861530e-01   2.456139e+00   1.733864e+06   6.303920e-01
  6.983730e+00  -5.222848e+00   4.517665e+00   9.172680e-01   2.462565e+00   1.743086e+06   6.233042e-01
  7.002503e+00  -5.271646e+00   4.618013e+00   9.318411e-01   2.477897e+00   1.758653e+06   6.224301e-01
  7.021277e+00  -5.312902e+00   4.566064e+00   9.199225e-01   2.481765e+00   1.766121e+06   6.262476e-01
  7.040050e+00  -5.275934e+00   4.474622e+00   9.060886e-01   2.469196e+00   1.761874e+06   6.275113e-01
  7.058824e+00  -5.172131e+00   4.440308e+00   9.067965e-01   2.448349e+00   1.751657e+06   6.233563e-01
  7.077597e+00  -5.050422e+00   4.504447e+00   9.265290e-01   2.430818e+00   1.743741e+06   6.147646e-01
  7.096370e+00  -4.974789e+00   4.677160e+00   9.626562e-01   2.429300e+00   1.747273e+06   6.052065e-01
  7.115144e+00  -4.987171e+00   4.880860e+00   9.977439e-01   2.445948e+00   1.763902e+06   5.998478e-01
  7.133917e+00  -5.072004e+00   5.039024e+00   1.019218e+00   2.472005e+00   1.787397e+06   5.998379e-01
  7.152691e+00  -5.206132e+00   5.170497e+00   1.032302e+00   2.504352e+00   1.815551e+06   6.030383e-01
  7.171464e+00  -5.405176e+00   5.292781e+00   1.039192e+00   2.546585e+00   1.851013e+06   6.094511e-01
  7.190238e+00  -5.690047e+00   5.350040e+00   1.029605e+00   2.598102e+00   1.893403e+06   6.211006e-01
  7.209011e+00  -6.021975e+00   5.224040e+00   9.874588e-01   2.645194e+00   1.932755e+06   6.391870e-01
  7.227785e+00  -6.293930e+00   4.869542e+00   9.120946e-01   2.669428e+00   1.955541e+06   6.616217e-01
  7.246558e+00  -6.418069e+00   4.391660e+00   8.242298e-01   2.664099e+00   1.956706e+06   6.837560e-01
  7.265332e+00  -6.365861e+00   3.885191e+00   7.389001e-01   2.629037e+00   1.935957e+06   7.025245e-01
  7.284105e+00  -6.141486e+00   3.443767e+00   6.706842e-01   2.567353e+00   1.895420e+06   7.140698e-01
  7.302879e+00  -5.813037e+00   3.201498e+00   6.416001e-01   2.494932e+00   1.846700e+06   7.122721e-01
  7.321652e+00  -5.494863e+00   3.158167e+00   6.492009e-01   2.432350e+00   1.805006e+06   6.993114e-01
  7.340426e+00  -5.234855e+00   3.174862e+00   6.661525e-01   2.382984e+00   1.772907e+06   6.848360e-01
  7.359199e+00  -4.988459e+00   3.182407e+00   6.814220e-01   2.335122e+00   1.741741e+06   6.708096e-01
  7.377972e+00  -4.734674e+00   3.282398e+00   7.164192e-01   2.290836e+00   1.713068e+06   6.502724e-01
  7.396746e+00  -4.545036e+00   3.549321e+00   7.815630e-01   2.270656e+00   1.702298e+06   6.246926e-01
  7.415519e+00  -4.505974e+00   3.904873e+00   8.533937e-01   2.287849e+00   1.719541e+06   6.062467e-01
  7.434293e+00  -4.626970e+00   4.195513e+00   8.997009e-01   2.331616e+00   1.756872e+06   6.021353e-01
  7.453066e+00  -4.835354e+00   4.322776e+00   9.084484e-01   2.379208e+00   1.797260e+06   6.093874e-01
  7.471840e+00  -5.053111e+00   4.319680e+00   8.929482e-01   2.418774e+00   1.831751e+06   6.213803e-01
  7.490613e+00  -5.260826e+00   4.252010e+00   8.670304e-01   2.452054e+00   1.861619e+06   6.348720e-01
  7.509387e+00  -5.451876e+00   4.087086e+00   8.251899e-01   2.476452e+00   1.884855e+06   6.512348e-01
  7.528160e+00  -5.566039e+00   3.783044e+00   7.628597e-01   2.479515e+00   1.891904e+06   6.703167e-01
  7.546934e+00  -5.543264e+00   3.439017e+00   7.000448e-01   2.456283e+00   1.878852e+06   6.862010e-01
  7.565707e+00  -5.404499e+00   3.195098e+00   6.609907e-01   2.416900e+00   1.853326e+06   6.925731e-01
  7.584481e+00  -5.238933e+00   3.113673e+00   6.540030e-01   2.380473e+00   1.829922e+06   6.886582e-01
  7.603254e+00  -5.131552e+00   3.134867e+00   6.639971e-01   2.360603e+00   1.819139e+06   6.815870e-01
  7.622028e+00  -5.096020e+00   3.135280e+00   6.660480e-01   2.353644e+00   1.818255e+06   6.796058e-01
  7.640801e+00  -5.077023e+00   3.051893e+00   6.506444e-01   2.345285e+00   1.816260e+06   6.835767e-01
  7.659574e+00  -5.024527e+00   2.937702e+00   6.307850e-01   2.328608e+00   1.807776e+06   6.878027e-01
  7.678348e+00  -4.947152e+00   2.865438e+00   6.204562e-01   2.309138e+00   1.797054e+06   6.881345e-01
  7.697121e+00  -4.881065e+00   2.831998e+00   6.172815e-01   2.293927e+00   1.789581e+06   6.865677e-01
  7.715895e+00  -4.838289e+00   2.790286e+00   6.111202e-01   2.282927e+00   1.785344e+06   6.869047e-01
  7.734668e+00  -4.796799e+00   2.705888e+00   5.960577e-01   2.269820e+00   1.779413e+06   6.903389e-01
  7.753442e+00  -4.721233e+00   2.588524e+00   5.757818e-01   2.247834e+00   1.766454e+06   6.943771e-01
  7.772215e+00  -4.610322e+00   2.514436e+00   5.661724e-01   2.220557e+00   1.749243e+06   6.932881e-01
  7.790989e+00  -4.512546e+00   2.516162e+00   5.718791e-01   2.199907e+00   1.737162e+06   6.870872e-01
  7.809762e+00  -4.457280e+00   2.514890e+00   5.746886e-01   2.188046e+00   1.731960e+06   6.836805e-01
  7.828536e+00  -4.410200e+00   2.444201e+00   5.621477e-01   2.173985e+00   1.724966e+06   6.862365e-01
  7.847309e+00  -4.320192e+00   2.331659e+00   5.427033e-01   2.148190e+00   1.708586e+06   6.896467e-01
  7.866083e+00  -4.178822e+00   2.258042e+00   5.343464e-01   2.112900e+00   1.684539e+06   6.865345e-01
  7.884856e+00  -4.028929e+00   2.276371e+00   5.470886e-01   2.080441e+00   1.662619e+06   6.744353e-01
  7.903630e+00  -3.926502e+00   2.364967e+00   5.732442e-01   2.062792e+00   1.652439e+06   6.593007e-01
  7.922403e+00  -3.889671e+00   2.439778e+00   5.923889e-01   2.059271e+00   1.653537e+06   6.503171e-01
  7.941176e+00  -3.878761e+00   2.430433e+00   5.909958e-01   2.056219e+00   1.654999e+06   6.502624e-01
  7.959950e+00  -3.837219e+00   2.357049e+00   5.771071e-01   2.042124e+00   1.647540e+06   6.532610e-01
  7.978723e+00  -3.751963e+00   2.297726e+00   5.690652e-01   2.018861e+00   1.632613e+06   6.518289e-01
  7.997497e+00  -3.649074e+00   2.277405e+00   5.711208e-01   1.993804e+00   1.616144e+06   6.454688e-01
  8.016270e+00  -3.541728e+00   2.267215e+00   5.759857e-01   1.968118e+00   1.599068e+06   6.375864e-01
  8.035044e+00  -3.425319e+00   2.268797e+00   5.844824e-01   1.940860e+00   1.580615e+06   6.275714e-01
  8.053817e+00  -3.302018e+00   2.296422e+00   6.000129e-01   1.913644e+00   1.562091e+06   6.142682e-01
  8.072591e+00  -3.185032e+00   2.359620e+00   6.240330e-01   1.890621e+00   1.546896e+06   5.981714e-01
  8.091364e+00  -3.086793e+00   2.441816e+00   6.515509e-01   1.873849e+00   1.536738e+06   5.822677e-01
  8.110138e+00  -2.990463e+00   2.501163e+00   6.738271e-01   1.855938e+00   1.525581e+06   5.684886e-01
  8.128911e+00  -2.869439e+00   2.575024e+00   7.021404e-01   1.833696e+00   1.510787e+06   5.513281e-01
  8.147685e+00  -2.753993e+00   2.753134e+00   7.550277e-01   1.823201e+00   1.505609e+06   5.284159e-01
  8.166458e+00  -2.716546e+00   3.021257e+00   8.204908e-01   1.841128e+00   1.523917e+06   5.104425e-01
  8.185232e+00  -2.774671e+00   3.248987e+00   8.654141e-01   1.877129e+00   1.557287e+06   5.057165e-01
  8.204005e+00  -2.856193e+00   3.354361e+00   8.801808e-01   1.905495e+00   1.584445e+06   5.086900e-01
  8.222778e+00  -2.896151e+00   3.433251e+00   8.931677e-01   1.921952e+00   1.601787e+06   5.091126e-01
  8.241552e+00  -2.934661e+00   3.622716e+00   9.293977e-01   1.948959e+00   1.628003e+06   5.057063e-01
  8.260325e+00  -3.068887e+00   3.905707e+00   9.742347e-01   2.004500e+00   1.678212e+06   5.076902e-01
  8.279099e+00  -3.338853e+00   4.140465e+00   9.950156e-01   2.080603e+00   1.745886e+06   5.209936e-01
  8.297872e+00  -3.691549e+00   4.204799e+00   9.756522e-01   2.154866e+00   1.812302e+06   5.433755e-01
  8.316646e+00  -4.038145e+00   4.088717e+00   9.242633e-01   2.211879e+00   1.864460e+06   5.698699e-01
  8.335419e+00  -4.313135e+00   3.841685e+00   8.552256e-01   2.246007e+00   1.897501e+06   5.968963e-01
  8.354193e+00  -4.485072e+00   3.526291e+00   7.811023e-01   2.257253e+00   1.911298e+06   6.220862e-01
  8.372966e+00  -4.546526e+00   3.198081e+00   7.113813e-01   2.247797e+00   1.907567e+06   6.434811e-01
  8.391740e+00  -4.516302e+00   2.923254e+00   6.570815e-01   2.224423e+00   1.891964e+06   6.583918e-01
  8.410513e+00  -4.441037e+00   2.737959e+00   6.229639e-01   2.197526e+00   1.873269e+06   6.661113e-01
  8.429287e+00  -4.362108e+00   2.614976e+00   6.015660e-01   2.173474e+00   1.856901e+06   6.698775e-01
  8.448060e+00  -4.292533e+00   2.520135e+00   5.852815e-01   2.152925e+00   1.843442e+06   6.724876e-01
  8.466834e+00  -4.232151e+00   2.442780e+00   5.720094e-01   2.135262e+00   1.832381e+06   6.745582e-01
  8.485607e+00  -4.183972e+00   2.380037e+00   5.610575e-01   2.121027e+00   1.824201e+06   6.764215e-01
  8.504380e+00  -4.146095e+00   2.310733e+00   5.479231e-01   2.108629e+00   1.817550e+06   6.796886e-01
  8.523154e+00  -4.103339e+00   2.224864e+00   5.312061e-01   2.094163e+00   1.809066e+06   6.842810e-01
  8.541927e+00  -4.053261e+00   2.155440e+00   5.183983e-01   2.078942e+00   1.799872e+06   6.871243e-01
  8.560701e+00  -4.011947e+00   2.101938e+00   5.085647e-01   2.066539e+00   1.793067e+06   6.892531e-01
  8.579474e+00  -3.977436e+00   2.025850e+00   4.930528e-01   2.054395e+00   1.786438e+06   6.942187e-01
  8.598248e+00  -3.929790e+00   1.926494e+00   4.726574e-01   2.037939e+00   1.776007e+06   7.009404e-01
  8.617021e+00  -3.860254e+00   1.827619e+00   4.532012e-01   2.016345e+00   1.761025e+06   7.065443e-01
  8.635795e+00  -3.769955e+00   1.736730e+00   4.363502e-01   1.990065e+00   1.741859e+06   7.102328e-01
  8.654568e+00  -3.660455e+00   1.663310e+00   4.243720e-01   1.959731e+00   1.719038e+06   7.107893e-01
  8.673342e+00  -3.542894e+00   1.627010e+00   4.217397e-01   1.928927e+00   1.695687e+06   7.062124e-01
  8.692115e+00  -3.436605e+00   1.624865e+00   4.270646e-01   1.902364e+00   1.675956e+06   6.979476e-01
  8.710889e+00  -3.351596e+00   1.631182e+00   4.335108e-01   1.881363e+00   1.661034e+06   6.900439e-01
  8.729662e+00  -3.278552e+00   1.617436e+00   4.343189e-01   1.862038e+00   1.647515e+06   6.855300e-01
  8.748436e+00  -3.194805e+00   1.576739e+00   4.288955e-01   1.838139e+00   1.629868e+06   6.835011e-01
  8.767209e+00  -3.083826e+00   1.532932e+00   4.242577e-01   1.806605e+00   1.605344e+06   6.793415e-01
  8.785982e+00  -2.939624e+00   1.504596e+00   4.258392e-01   1.766625e+00   1.573179e+06   6.695065e-01
  8.804756e+00  -2.766160e+00   1.525301e+00   4.430949e-01   1.721189e+00   1.535994e+06   6.486870e-01
  8.823529e+00  -2.593586e+00   1.638319e+00   4.868845e-01   1.682451e+00   1.504625e+06   6.136962e-01
  8.842303e+00  -2.470638e+00   1.840830e+00   5.524427e-01   1.666083e+00   1.493157e+06   5.738895e-01
  8.861076e+00  -2.431113e+00   2.081591e+00   6.202448e-01   1.678039e+00   1.507066e+06   5.440223e-01
  8.879850e+00  -2.477873e+00   2.301876e+00   6.723876e-01   1.711718e+00   1.540570e+06   5.303620e-01
  8.898623e+00  -2.590248e+00   2.458330e+00   7.003051e-01   1.755185e+00   1.583030e+06   5.309184e-01
  8.917397e+00  -2.734065e+00   2.524277e+00   7.025320e-01   1.796557e+00   1.623763e+06   5.412958e-01
  8.936170e+00  -2.861991e+00   2.485159e+00   6.813196e-01   1.823784e+00   1.651841e+06   5.570830e-01
  8.954944e+00  -2.922170e+00   2.370491e+00   6.482986e-01   1.828240e+00   1.659356e+06   5.720342e-01
  8.973717e+00  -2.900421e+00   2.277775e+00   6.274918e-01   1.814984e+00   1.650778e+06   5.776526e-01
  8.992491e+00  -2.841894e+00   2.280784e+00   6.332660e-01   1.800811e+00   1.641314e+06   5.714282e-01
  9.011264e+00  -2.805875e+00   2.363379e+00   6.567751e-01   1.799230e+00   1.643297e+06   5.608422e-01
