# Funciones ópticas — Olla-DFT (promedio isótropo)
#      E(eV)         eps1         eps2          n          k    alpha(1/cm)          R
  9.030038e+00  -2.815957e+00   2.466893e+00   6.810756e-01   1.811028e+00   1.657518e+06   5.538199e-01
  9.048811e+00  -2.870626e+00   2.571356e+00   7.011601e-01   1.833644e+00   1.681706e+06   5.517020e-01
  9.067584e+00  -2.975596e+00   2.671413e+00   7.152732e-01   1.867408e+00   1.716225e+06   5.549967e-01
  9.086358e+00  -3.130573e+00   2.721369e+00   7.132597e-01   1.907698e+00   1.756884e+06   5.660495e-01
  9.105131e+00  -3.298523e+00   2.666341e+00   6.866204e-01   1.941641e+00   1.791838e+06   5.847887e-01
  9.123905e+00  -3.427252e+00   2.523686e+00   6.437878e-01   1.960029e+00   1.812537e+06   6.064718e-01
  9.142678e+00  -3.488109e+00   2.344227e+00   5.977231e-01   1.960965e+00   1.817133e+06   6.263122e-01
  9.161452e+00  -3.478644e+00   2.177252e+00   5.590985e-01   1.947109e+00   1.807999e+06   6.405681e-01
  9.180225e+00  -3.423605e+00   2.075986e+00   5.386286e-01   1.927103e+00   1.793089e+06   6.457034e-01
  9.198999e+00  -3.367429e+00   2.053679e+00   5.370426e-01   1.912026e+00   1.782698e+06   6.430629e-01
  9.217772e+00  -3.348081e+00   2.081984e+00   5.452271e-01   1.909281e+00   1.783772e+06   6.385083e-01
  9.236546e+00  -3.376033e+00   2.107630e+00   5.494904e-01   1.917804e+00   1.795384e+06   6.384273e-01
  9.255319e+00  -3.436440e+00   2.098859e+00   5.432597e-01   1.931728e+00   1.812094e+06   6.445346e-01
  9.274093e+00  -3.514112e+00   2.055081e+00   5.276372e-01   1.947438e+00   1.830537e+06   6.554875e-01
  9.292866e+00  -3.592807e+00   1.956971e+00   4.992007e-01   1.960104e+00   1.846173e+06   6.720969e-01
  9.311640e+00  -3.642601e+00   1.798431e+00   4.581346e-01   1.962776e+00   1.852424e+06   6.934860e-01
  9.330413e+00  -3.644327e+00   1.620909e+00   4.148583e-01   1.953570e+00   1.847453e+06   7.147887e-01
  9.349186e+00  -3.600749e+00   1.450166e+00   3.748676e-01   1.934237e+00   1.832851e+06   7.337368e-01
  9.367960e+00  -3.515434e+00   1.292603e+00   3.391973e-01   1.905384e+00   1.809136e+06   7.498516e-01
  9.386733e+00  -3.395205e+00   1.173942e+00   3.140268e-01   1.869176e+00   1.778313e+06   7.593888e-01
  9.405507e+00  -3.262411e+00   1.114204e+00   3.041539e-01   1.831644e+00   1.746091e+06   7.593594e-01
  9.424280e+00  -3.142080e+00   1.101329e+00   3.061235e-01   1.798831e+00   1.718233e+06   7.522145e-01
  9.443054e+00  -3.042748e+00   1.105162e+00   3.118399e-01   1.772002e+00   1.695978e+06   7.433900e-01
  9.461827e+00  -2.957822e+00   1.110782e+00   3.175649e-01   1.748905e+00   1.677200e+06   7.350671e-01
  9.480601e+00  -2.879652e+00   1.119810e+00   3.240895e-01   1.727624e+00   1.660079e+06   7.263855e-01
  9.499374e+00  -2.806448e+00   1.139253e+00   3.334823e-01   1.708116e+00   1.644583e+06   7.159335e-01
  9.518148e+00  -2.745111e+00   1.178023e+00   3.479156e-01   1.692973e+00   1.633225e+06   7.028288e-01
  9.536921e+00  -2.704612e+00   1.225723e+00   3.638584e-01   1.684341e+00   1.628103e+06   6.901431e-01
  9.555695e+00  -2.681792e+00   1.261162e+00   3.753282e-01   1.680078e+00   1.627179e+06   6.815333e-01
  9.574468e+00  -2.668577e+00   1.287418e+00   3.836132e-01   1.678016e+00   1.628374e+06   6.755997e-01
  9.593242e+00  -2.665640e+00   1.310215e+00   3.902536e-01   1.678671e+00   1.632205e+06   6.714168e-01
  9.612015e+00  -2.670110e+00   1.312248e+00   3.905344e-01   1.680068e+00   1.636759e+06   6.715585e-01
  9.630788e+00  -2.665929e+00   1.286463e+00   3.835143e-01   1.677204e+00   1.637160e+06   6.754777e-01
  9.649562e+00  -2.641778e+00   1.257996e+00   3.769839e-01   1.668501e+00   1.631840e+06   6.777901e-01
  9.668335e+00  -2.608543e+00   1.257424e+00   3.789784e-01   1.658966e+00   1.625671e+06   6.742597e-01
  9.687109e+00  -2.588445e+00   1.281803e+00   3.872930e-01   1.654823e+00   1.624761e+06   6.677751e-01
  9.705882e+00  -2.590017e+00   1.299983e+00   3.923889e-01   1.656498e+00   1.629557e+06   6.648206e-01
  9.724656e+00  -2.600922e+00   1.288115e+00   3.882634e-01   1.658816e+00   1.634993e+06   6.680761e-01
  9.743429e+00  -2.602299e+00   1.248681e+00   3.768798e-01   1.656604e+00   1.635965e+06   6.751131e-01
  9.762203e+00  -2.583540e+00   1.199035e+00   3.637864e-01   1.647993e+00   1.630597e+06   6.819906e-01
  9.780976e+00  -2.542433e+00   1.152609e+00   3.528931e-01   1.633085e+00   1.618954e+06   6.861280e-01
  9.799750e+00  -2.482011e+00   1.124418e+00   3.484382e-01   1.613512e+00   1.602620e+06   6.847930e-01
  9.818523e+00  -2.411799e+00   1.128440e+00   3.542139e-01   1.592880e+00   1.585159e+06   6.758629e-01
  9.837297e+00  -2.350690e+00   1.177457e+00   3.730995e-01   1.577940e+00   1.573293e+06   6.589035e-01
  9.856070e+00  -2.325461e+00   1.265509e+00   4.012753e-01   1.576859e+00   1.575216e+06   6.393076e-01
  9.874844e+00  -2.347025e+00   1.343571e+00   4.227068e-01   1.589247e+00   1.590615e+06   6.283734e-01
  9.893617e+00  -2.394056e+00   1.371087e+00   4.270935e-01   1.605137e+00   1.609573e+06   6.296658e-01
  9.912390e+00  -2.438695e+00   1.358392e+00   4.200018e-01   1.617126e+00   1.624672e+06   6.372652e-01
  9.931164e+00  -2.467376e+00   1.324388e+00   4.080269e-01   1.622918e+00   1.633579e+06   6.464546e-01
  9.949937e+00  -2.479621e+00   1.290823e+00   3.974075e-01   1.624055e+00   1.637814e+06   6.536981e-01
  9.968711e+00  -2.489875e+00   1.275302e+00   3.921740e-01   1.625938e+00   1.642807e+06   6.576263e-01
  9.987484e+00  -2.508811e+00   1.253553e+00   3.845412e-01   1.629933e+00   1.649945e+06   6.636889e-01
  1.000626e+01  -2.524771e+00   1.203951e+00   3.690287e-01   1.631243e+00   1.654375e+06   6.745200e-01
  1.002503e+01  -2.527695e+00   1.148094e+00   3.525042e-01   1.628482e+00   1.654673e+06   6.853499e-01
  1.004380e+01  -2.521591e+00   1.092100e+00   3.364045e-01   1.623194e+00   1.652389e+06   6.956122e-01
  1.006258e+01  -2.500634e+00   1.018445e+00   3.157850e-01   1.612561e+00   1.644633e+06   7.083925e-01
  1.008135e+01  -2.451507e+00   9.430585e-01   2.959177e-01   1.593447e+00   1.628171e+06   7.194080e-01
  1.010013e+01  -2.381826e+00   9.056852e-01   2.884279e-01   1.570037e+00   1.607238e+06   7.203166e-01
  1.011890e+01  -2.321158e+00   9.174961e-01   2.955954e-01   1.551946e+00   1.591671e+06   7.107042e-01
  1.013767e+01  -2.288871e+00   9.401863e-01   3.046100e-01   1.543262e+00   1.585702e+06   7.016308e-01
  1.015645e+01  -2.271872e+00   9.326845e-01   3.033143e-01   1.537489e+00   1.582695e+06   7.013520e-01
  1.017522e+01  -2.246633e+00   9.048776e-01   2.961279e-01   1.527850e+00   1.575680e+06   7.049250e-01
  1.019399e+01  -2.212285e+00   8.905856e-01   2.937100e-01   1.516097e+00   1.566444e+06   7.042371e-01
  1.021277e+01  -2.184648e+00   8.907939e-01   2.954926e-01   1.507303e+00   1.560226e+06   7.007870e-01
  1.023154e+01  -2.163560e+00   8.719589e-01   2.907751e-01   1.499370e+00   1.554867e+06   7.028518e-01
  1.025031e+01  -2.127735e+00   8.260072e-01   2.781255e-01   1.484954e+00   1.542743e+06   7.101874e-01
  1.026909e+01  -2.064958e+00   7.863609e-01   2.689431e-01   1.461947e+00   1.521622e+06   7.129364e-01
  1.028786e+01  -1.983950e+00   7.777341e-01   2.711045e-01   1.434380e+00   1.495660e+06   7.047720e-01
  1.030663e+01  -1.902272e+00   8.091160e-01   2.871637e-01   1.408806e+00   1.471674e+06   6.845677e-01
  1.032541e+01  -1.838219e+00   8.765141e-01   3.148646e-01   1.391890e+00   1.456652e+06   6.564702e-01
  1.034418e+01  -1.803231e+00   9.617777e-01   3.467394e-01   1.386888e+00   1.454056e+06   6.288746e-01
  1.036295e+01  -1.801197e+00   1.051074e+00   3.769912e-01   1.394030e+00   1.464196e+06   6.072419e-01
  1.038173e+01  -1.833273e+00   1.130327e+00   4.002821e-01   1.411913e+00   1.485666e+06   5.950906e-01
  1.040050e+01  -1.893001e+00   1.176234e+00   4.096773e-01   1.435561e+00   1.513281e+06   5.951832e-01
  1.041927e+01  -1.962816e+00   1.172274e+00   4.021314e-01   1.457575e+00   1.539260e+06   6.067654e-01
  1.043805e+01  -2.015956e+00   1.111619e+00   3.782644e-01   1.469367e+00   1.554509e+06   6.272020e-01
  1.045682e+01  -2.026809e+00   1.017829e+00   3.472856e-01   1.465407e+00   1.553107e+06   6.494362e-01
  1.047559e+01  -1.992825e+00   9.404087e-01   3.246111e-01   1.448516e+00   1.537961e+06   6.629861e-01
  1.049437e+01  -1.934967e+00   9.050936e-01   3.171902e-01   1.426736e+00   1.517552e+06   6.635092e-01
  1.051314e+01  -1.875584e+00   9.077093e-01   3.225702e-01   1.406995e+00   1.499231e+06   6.539714e-01
  1.053191e+01  -1.829719e+00   9.396974e-01   3.370437e-01   1.394029e+00   1.488068e+06   6.386562e-01
  1.055069e+01  -1.809351e+00   9.899340e-01   3.557415e-01   1.391367e+00   1.487874e+06   6.229493e-01
  1.056946e+01  -1.817508e+00   1.030783e+00   3.687502e-01   1.397671e+00   1.497274e+06   6.145765e-01
  1.058824e+01  -1.838972e+00   1.035011e+00   3.682777e-01   1.405205e+00   1.508019e+06   6.170539e-01
  1.060701e+01  -1.849381e+00   1.003951e+00   3.570230e-01   1.406004e+00   1.511552e+06   6.259932e-01
  1.062578e+01  -1.835122e+00   9.646493e-01   3.450313e-01   1.397916e+00   1.505516e+06   6.332651e-01
  1.064456e+01  -1.801015e+00   9.433597e-01   3.406658e-01   1.384582e+00   1.493791e+06   6.331456e-01
  1.066333e+01  -1.760249e+00   9.468881e-01   3.453397e-01   1.370952e+00   1.481694e+06   6.255920e-01
  1.068210e+01  -1.724496e+00   9.738733e-01   3.577623e-01   1.361062e+00   1.473595e+06   6.128122e-01
  1.070088e+01  -1.707332e+00   1.024660e+00   3.767467e-01   1.359879e+00   1.474902e+06   5.975683e-01
  1.071965e+01  -1.717881e+00   1.075061e+00   3.928491e-01   1.368288e+00   1.486625e+06   5.878023e-01
  1.073842e+01  -1.744421e+00   1.093116e+00   3.963565e-01   1.378956e+00   1.500840e+06   5.883433e-01
  1.075720e+01  -1.767246e+00   1.085912e+00   3.917702e-01   1.385904e+00   1.511039e+06   5.937842e-01
  1.077597e+01  -1.781433e+00   1.074793e+00   3.867271e-01   1.389601e+00   1.517714e+06   5.986229e-01
  1.079474e+01  -1.790374e+00   1.061795e+00   3.815595e-01   1.391389e+00   1.522314e+06   6.030248e-01
  1.081352e+01  -1.795702e+00   1.047816e+00   3.763985e-01   1.391897e+00   1.525519e+06   6.070844e-01
  1.083229e+01  -1.799891e+00   1.034547e+00   3.715761e-01   1.392106e+00   1.528397e+06   6.108316e-01
  1.085106e+01  -1.803948e+00   1.015414e+00   3.647927e-01   1.391769e+00   1.530675e+06   6.159755e-01
  1.086984e+01  -1.799866e+00   9.794023e-01   3.530002e-01   1.387255e+00   1.528350e+06   6.239763e-01
  1.088861e+01  -1.775917e+00   9.364640e-01   3.404260e-01   1.375430e+00   1.517939e+06   6.308293e-01
  1.090738e+01  -1.733012e+00   9.125356e-01   3.358364e-01   1.358601e+00   1.501952e+06   6.299585e-01
  1.092616e+01  -1.682343e+00   9.150175e-01   3.411290e-01   1.341161e+00   1.485223e+06   6.206874e-01
  1.094493e+01  -1.632989e+00   9.429456e-01   3.554531e-01   1.326400e+00   1.471401e+06   6.046775e-01
  1.096370e+01  -1.596006e+00   1.003774e+00   3.804019e-01   1.319360e+00   1.466102e+06   5.826892e-01
  1.098248e+01  -1.590598e+00   1.097753e+00   4.135415e-01   1.327258e+00   1.477404e+06   5.600287e-01
  1.100125e+01  -1.634535e+00   1.199612e+00   4.432660e-01   1.353152e+00   1.508801e+06   5.469985e-01
  1.102003e+01  -1.723891e+00   1.259739e+00   4.534481e-01   1.389067e+00   1.551491e+06   5.512656e-01
  1.103880e+01  -1.825188e+00   1.243349e+00   4.377538e-01   1.420147e+00   1.588907e+06   5.712449e-01
  1.105757e+01  -1.901324e+00   1.171695e+00   4.074538e-01   1.437826e+00   1.611423e+06   5.974044e-01
  1.107635e+01  -1.942537e+00   1.091374e+00   3.778819e-01   1.444068e+00   1.621166e+06   6.205900e-01
  1.109512e+01  -1.964845e+00   1.026668e+00   3.550063e-01   1.445986e+00   1.626071e+06   6.383867e-01
  1.111389e+01  -1.980468e+00   9.580402e-01   3.313257e-01   1.445768e+00   1.628577e+06   6.568949e-01
  1.113267e+01  -1.977310e+00   8.640321e-01   3.004477e-01   1.437908e+00   1.622459e+06   6.802680e-01
  1.115144e+01  -1.940184e+00   7.696558e-01   2.711855e-01   1.419058e+00   1.603890e+06   7.011432e-01
  1.117021e+01  -1.878322e+00   7.122822e-01   2.554588e-01   1.394124e+00   1.578361e+06   7.096860e-01
  1.118899e+01  -1.814174e+00   6.935399e-01   2.530293e-01   1.370473e+00   1.554193e+06   7.064864e-01
  1.120776e+01  -1.759581e+00   6.942800e-01   2.569230e-01   1.351144e+00   1.534843e+06   6.982211e-01
  1.122653e+01  -1.715607e+00   7.057835e-01   2.641063e-01   1.336173e+00   1.520379e+06   6.877553e-01
  1.124531e+01  -1.683950e+00   7.277712e-01   2.743500e-01   1.326355e+00   1.511732e+06   6.756312e-01
  1.126408e+01  -1.666851e+00   7.525126e-01   2.845981e-01   1.322062e+00   1.509354e+06   6.649855e-01
  1.128285e+01  -1.662956e+00   7.724233e-01   2.920926e-01   1.322223e+00   1.512054e+06   6.581490e-01
  1.130163e+01  -1.670196e+00   7.844429e-01   2.958399e-01   1.325789e+00   1.518655e+06   6.556917e-01
  1.132040e+01  -1.684004e+00   7.788916e-01   2.927497e-01   1.330303e+00   1.526356e+06   6.596832e-01
  1.133917e+01  -1.692825e+00   7.493730e-01   2.814687e-01   1.331183e+00   1.529899e+06   6.702387e-01
  1.135795e+01  -1.686776e+00   7.091266e-01   2.673932e-01   1.326000e+00   1.526465e+06   6.821062e-01
  1.137672e+01  -1.666344e+00   6.730033e-01   2.557095e-01   1.315953e+00   1.517403e+06   6.908490e-01
  1.139549e+01  -1.634381e+00   6.410004e-01   2.461759e-01   1.301915e+00   1.503694e+06   6.968219e-01
  1.141427e+01  -1.589562e+00   6.155170e-01   2.398029e-01   1.283381e+00   1.484729e+06   6.987570e-01
  1.143304e+01  -1.534346e+00   6.113990e-01   2.422063e-01   1.262145e+00   1.462563e+06   6.910719e-01
  1.145181e+01  -1.482551e+00   6.426110e-01   2.581462e-01   1.244665e+00   1.444675e+06   6.703243e-01
  1.147059e+01  -1.454466e+00   7.042055e-01   2.841738e-01   1.239040e+00   1.440504e+06   6.430339e-01
  1.148936e+01  -1.458011e+00   7.620457e-01   3.058891e-01   1.245624e+00   1.450529e+06   6.243217e-01
  1.150814e+01  -1.478494e+00   7.889766e-01   3.141199e-01   1.255852e+00   1.464830e+06   6.197183e-01
  1.152691e+01  -1.498263e+00   7.957798e-01   3.148181e-01   1.263872e+00   1.476589e+06   6.213991e-01
  1.154568e+01  -1.514138e+00   7.994774e-01   3.147265e-01   1.270114e+00   1.486298e+06   6.232734e-01
  1.156446e+01  -1.529262e+00   8.016442e-01   3.141457e-01   1.275911e+00   1.495510e+06   6.254517e-01
  1.158323e+01  -1.545330e+00   8.029768e-01   3.131839e-01   1.281957e+00   1.505035e+06   6.280329e-01
  1.160200e+01  -1.567028e+00   8.079999e-01   3.130887e-01   1.290369e+00   1.517366e+06   6.304926e-01
  1.162078e+01  -1.599801e+00   8.076777e-01   3.100988e-01   1.302291e+00   1.533863e+06   6.364952e-01
  1.163955e+01  -1.637762e+00   7.818204e-01   2.975233e-01   1.313881e+00   1.550014e+06   6.509836e-01
  1.165832e+01  -1.666212e+00   7.298588e-01   2.764432e-01   1.320088e+00   1.559849e+06   6.720663e-01
  1.167710e+01  -1.677085e+00   6.683009e-01   2.532307e-01   1.319549e+00   1.561723e+06   6.941472e-01
  1.169587e+01  -1.671562e+00   6.078558e-01   2.313995e-01   1.313434e+00   1.556984e+06   7.144496e-01
  1.171464e+01  -1.652616e+00   5.517024e-01   2.117274e-01   1.302860e+00   1.546929e+06   7.324755e-01
  1.173342e+01  -1.622206e+00   5.027787e-01   1.951001e-01   1.288515e+00   1.532348e+06   7.473234e-01
  1.175219e+01  -1.584748e+00   4.677760e-01   1.838423e-01   1.272221e+00   1.515392e+06   7.565026e-01
  1.177096e+01  -1.546687e+00   4.454848e-01   1.773095e-01   1.256235e+00   1.498740e+06   7.607307e-01
  1.178974e+01  -1.510198e+00   4.281739e-01   1.725184e-01   1.240951e+00   1.482868e+06   7.632486e-01
  1.180851e+01  -1.474445e+00   4.155828e-01   1.694820e-01   1.226038e+00   1.467380e+06   7.638587e-01
  1.182728e+01  -1.441430e+00   4.104094e-01   1.692457e-01   1.212466e+00   1.453444e+06   7.613913e-01
  1.184606e+01  -1.413554e+00   4.072139e-01   1.695373e-01   1.200957e+00   1.441932e+06   7.586756e-01
  1.186483e+01  -1.387078e+00   3.967340e-01   1.667663e-01   1.189491e+00   1.430429e+06   7.597229e-01
  1.188360e+01  -1.354997e+00   3.819328e-01   1.624792e-01   1.175328e+00   1.415634e+06   7.621752e-01
  1.190238e+01  -1.316038e+00   3.747467e-01   1.617334e-01   1.158532e+00   1.397608e+06   7.596668e-01
  1.192115e+01  -1.276422e+00   3.828505e-01   1.676005e-01   1.142152e+00   1.380021e+06   7.487063e-01
  1.193992e+01  -1.244021e+00   4.034335e-01   1.785795e-01   1.129563e+00   1.366959e+06   7.319593e-01
  1.195870e+01  -1.222051e+00   4.270100e-01   1.903354e-01   1.121730e+00   1.359615e+06   7.154051e-01
  1.197747e+01  -1.209120e+00   4.481392e-01   2.004694e-01   1.117725e+00   1.356886e+06   7.019524e-01
  1.199625e+01  -1.204435e+00   4.665968e-01   2.088317e-01   1.117160e+00   1.358326e+06   6.916840e-01
  1.201502e+01  -1.207336e+00   4.763567e-01   2.128099e-01   1.119207e+00   1.362945e+06   6.874501e-01
  1.203379e+01  -1.210996e+00   4.673464e-01   2.086267e-01   1.120054e+00   1.366108e+06   6.926649e-01
  1.205257e+01  -1.203921e+00   4.417416e-01   1.980953e-01   1.114972e+00   1.362031e+06   7.041803e-01
  1.207134e+01  -1.180713e+00   4.167363e-01   1.889261e-01   1.102908e+00   1.349393e+06   7.126546e-01
  1.209011e+01  -1.147282e+00   4.077230e-01   1.874768e-01   1.087396e+00   1.332483e+06   7.107432e-01
  1.210889e+01  -1.114064e+00   4.158294e-01   1.937465e-01   1.073127e+00   1.317040e+06   6.992252e-01
  1.212766e+01  -1.088608e+00   4.346385e-01   2.044017e-01   1.063197e+00   1.306876e+06   6.832175e-01
  1.214643e+01  -1.072969e+00   4.538416e-01   2.145171e-01   1.057822e+00   1.302281e+06   6.692153e-01
  1.216521e+01  -1.062795e+00   4.645089e-01   2.203139e-01   1.054198e+00   1.299826e+06   6.611205e-01
  1.218398e+01  -1.052171e+00   4.687224e-01   2.232506e-01   1.049767e+00   1.296360e+06   6.563199e-01
  1.220275e+01  -1.039542e+00   4.724075e-01   2.261701e-01   1.044363e+00   1.291674e+06   6.512664e-01
  1.222153e+01  -1.025482e+00   4.756102e-01   2.290462e-01   1.038241e+00   1.286077e+06   6.460555e-01
  1.224030e+01  -1.008457e+00   4.770161e-01   2.314390e-01   1.030544e+00   1.278504e+06   6.409660e-01
  1.225907e+01  -9.868310e-01   4.814752e-01   2.357877e-01   1.020993e+00   1.268598e+06   6.329579e-01
  1.227785e+01  -9.649126e-01   4.989193e-01   2.463278e-01   1.012714e+00   1.260238e+06   6.179369e-01
  1.229662e+01  -9.526150e-01   5.292306e-01   2.618563e-01   1.010536e+00   1.259451e+06   5.992198e-01
  1.231539e+01  -9.543199e-01   5.549180e-01   2.735047e-01   1.014458e+00   1.266269e+06   5.873089e-01
  1.233417e+01  -9.608874e-01   5.587884e-01   2.744678e-01   1.017949e+00   1.272563e+06   5.873422e-01
  1.235294e+01  -9.575582e-01   5.443122e-01   2.682279e-01   1.014645e+00   1.270363e+06   5.932715e-01
  1.237171e+01  -9.380611e-01   5.307341e-01   2.643215e-01   1.003956e+00   1.258890e+06   5.943557e-01
  1.239049e+01  -9.077544e-01   5.329658e-01   2.691607e-01   9.900515e-01   1.243339e+06   5.844636e-01
  1.240926e+01  -8.757037e-01   5.534068e-01   2.830278e-01   9.776545e-01   1.229631e+06   5.649021e-01
  1.242804e+01  -8.503063e-01   5.917949e-01   3.046864e-01   9.711540e-01   1.223303e+06   5.392870e-01
  1.244681e+01  -8.402536e-01   6.439777e-01   3.304492e-01   9.743974e-01   1.229243e+06   5.139640e-01
  1.246558e+01  -8.484609e-01   6.926794e-01   3.513140e-01   9.858410e-01   1.245555e+06   4.977519e-01
  1.248436e+01  -8.658466e-01   7.227908e-01   3.619634e-01   9.984308e-01   1.263361e+06   4.923033e-01
  1.250313e+01  -8.821441e-01   7.432253e-01   3.683448e-01   1.008872e+00   1.278492e+06   4.902136e-01
  1.252190e+01  -8.985106e-01   7.685125e-01   3.767170e-01   1.020013e+00   1.294552e+06   4.867224e-01
  1.254068e+01  -9.234465e-01   7.998245e-01   3.861486e-01   1.035643e+00   1.316360e+06   4.840974e-01
  1.255945e+01  -9.623904e-01   8.251269e-01   3.907021e-01   1.055954e+00   1.344185e+06   4.874510e-01
  1.257822e+01  -1.008349e+00   8.239404e-01   3.832887e-01   1.074830e+00   1.370259e+06   5.003971e-01
  1.259700e+01  -1.044667e+00   7.946928e-01   3.660005e-01   1.085644e+00   1.386111e+06   5.191449e-01
  1.261577e+01  -1.061781e+00   7.585610e-01   3.486620e-01   1.087817e+00   1.390955e+06   5.354635e-01
  1.263454e+01  -1.065897e+00   7.361930e-01   3.387657e-01   1.086581e+00   1.391443e+06   5.442030e-01
  1.265332e+01  -1.068768e+00   7.262027e-01   3.341973e-01   1.086488e+00   1.393390e+06   5.484641e-01
  1.267209e+01  -1.074243e+00   7.163369e-01   3.293429e-01   1.087524e+00   1.396789e+06   5.534125e-01
  1.269086e+01  -1.079850e+00   7.032331e-01   3.231081e-01   1.088232e+00   1.399768e+06   5.596279e-01
  1.270964e+01  -1.082008e+00   6.858463e-01   3.154811e-01   1.086985e+00   1.400232e+06   5.666508e-01
  1.272841e+01  -1.077971e+00   6.688678e-01   3.087494e-01   1.083189e+00   1.397403e+06   5.720911e-01
  1.274718e+01  -1.070128e+00   6.610124e-01   3.063430e-01   1.078876e+00   1.393893e+06   5.731163e-01
  1.276596e+01  -1.064404e+00   6.625609e-01   3.077073e-01   1.076609e+00   1.393012e+06   5.710180e-01
  1.278473e+01  -1.064371e+00   6.676661e-01   3.099014e-01   1.077223e+00   1.395857e+06   5.690204e-01
  1.280350e+01  -1.068856e+00   6.699279e-01   3.103177e-01   1.079423e+00   1.400760e+06   5.693150e-01
  1.282228e+01  -1.076509e+00   6.720871e-01   3.103018e-01   1.082957e+00   1.407408e+06   5.704701e-01
  1.284105e+01  -1.090211e+00   6.752678e-01   3.099901e-01   1.089176e+00   1.417563e+06   5.727779e-01
  1.285982e+01  -1.108506e+00   6.661333e-01   3.039351e-01   1.095848e+00   1.428331e+06   5.809424e-01
  1.287860e+01  -1.121937e+00   6.415368e-01   2.919491e-01   1.098713e+00   1.434156e+06   5.939940e-01
  1.289737e+01  -1.126261e+00   6.166827e-01   2.808737e-01   1.097794e+00   1.435045e+06   6.052078e-01
  1.291615e+01  -1.126620e+00   5.983294e-01   2.729700e-01   1.095962e+00   1.434736e+06   6.130261e-01
  1.293492e+01  -1.125049e+00   5.775482e-01   2.641819e-01   1.093088e+00   1.433053e+06   6.216510e-01
  1.295369e+01  -1.117241e+00   5.541949e-01   2.548524e-01   1.087286e+00   1.427516e+06   6.302260e-01
  1.297247e+01  -1.104077e+00   5.414580e-01   2.506225e-01   1.080226e+00   1.420302e+06   6.329147e-01
  1.299124e+01  -1.094984e+00   5.441291e-01   2.527302e-01   1.076502e+00   1.417454e+06   6.294536e-01
  1.301001e+01  -1.097470e+00   5.501932e-01   2.551388e-01   1.078223e+00   1.421772e+06   6.272542e-01
  1.302879e+01  -1.107833e+00   5.424709e-01   2.506848e-01   1.081978e+00   1.428782e+06   6.333528e-01
  1.304756e+01  -1.114877e+00   5.183966e-01   2.394048e-01   1.082678e+00   1.431766e+06   6.464152e-01
  1.306633e+01  -1.112354e+00   4.912373e-01   2.276419e-01   1.078969e+00   1.428915e+06   6.591268e-01
  1.308511e+01  -1.104437e+00   4.728135e-01   2.201718e-01   1.073738e+00   1.424029e+06   6.666251e-01
  1.310388e+01  -1.097634e+00   4.591750e-01   2.146783e-01   1.069449e+00   1.420376e+06   6.721422e-01
  1.312265e+01  -1.091155e+00   4.403309e-01   2.067574e-01   1.064849e+00   1.416294e+06   6.807042e-01
  1.314143e+01  -1.079727e+00   4.172433e-01   1.972492e-01   1.057655e+00   1.408738e+06   6.908368e-01
  1.316020e+01  -1.061918e+00   3.985738e-01   1.901781e-01   1.047896e+00   1.397733e+06   6.974828e-01
  1.317897e+01  -1.042769e+00   3.914561e-01   1.884881e-01   1.038411e+00   1.387057e+06   6.973052e-01
  1.319775e+01  -1.028840e+00   3.920410e-01   1.899515e-01   1.031950e+00   1.380391e+06   6.937386e-01
  1.321652e+01  -1.020954e+00   3.899082e-01   1.896324e-01   1.028063e+00   1.377148e+06   6.931688e-01
  1.323529e+01  -1.015100e+00   3.817124e-01   1.862745e-01   1.024597e+00   1.374454e+06   6.967505e-01
  1.325407e+01  -1.008040e+00   3.695159e-01   1.810973e-01   1.020214e+00   1.370515e+06   7.026106e-01
  1.327284e+01  -9.977049e-01   3.541062e-01   1.746088e-01   1.013999e+00   1.364095e+06   7.099400e-01
  1.329161e+01  -9.827113e-01   3.388889e-01   1.685112e-01   1.005538e+00   1.354628e+06   7.163739e-01
  1.331039e+01  -9.650063e-01   3.295265e-01   1.653961e-01   9.961738e-01   1.343907e+06   7.185358e-01
  1.332916e+01  -9.481649e-01   3.245274e-01   1.643169e-01   9.875044e-01   1.334091e+06   7.180075e-01
  1.334793e+01  -9.318715e-01   3.176836e-01   1.622692e-01   9.788783e-01   1.324300e+06   7.189015e-01
  1.336671e+01  -9.127293e-01   3.092803e-01   1.596506e-01   9.686163e-01   1.312260e+06   7.202802e-01
  1.338548e+01  -8.898298e-01   3.055108e-01   1.596649e-01   9.567250e-01   1.297970e+06   7.174254e-01
  1.340426e+01  -8.661022e-01   3.105582e-01   1.643096e-01   9.450396e-01   1.283915e+06   7.077273e-01
  1.342303e+01  -8.460428e-01   3.250350e-01   1.736208e-01   9.360486e-01   1.273481e+06   6.918301e-01
  1.344180e+01  -8.345841e-01   3.471097e-01   1.861520e-01   9.323286e-01   1.270194e+06   6.728713e-01
  1.346058e+01  -8.347771e-01   3.687748e-01   1.972660e-01   9.347144e-01   1.275223e+06   6.579899e-01
  1.347935e+01  -8.433394e-01   3.782169e-01   2.011561e-01   9.401080e-01   1.284370e+06   6.541599e-01
  1.349812e+01  -8.514242e-01   3.715861e-01   1.969180e-01   9.435046e-01   1.290806e+06   6.608974e-01
  1.351690e+01  -8.518147e-01   3.564225e-01   1.891592e-01   9.421231e-01   1.290708e+06   6.712698e-01
